name	date
A/swine/Kentucky/24TOSU2170/2024|A_/_H3N2|3C.3a|2024-07-03|NP|5|EPI_ISL_19815566	2024-07-03
A/swine/Kentucky/24TOSU2168/2024|A_/_H3N2|unassigned|2024-07-03|NP|5|EPI_ISL_19815567	2024-07-03
A/swine/Indiana/24TOSU2846/2024|A_/_H3N2|3C.3a|2024-07-18|NP|5|EPI_ISL_19815584	2024-07-18
A/swine/Indiana/24TOSU2839/2024|A_/_H3N2|3C.3a|2024-07-18|NP|5|EPI_ISL_19815602	2024-07-18
A/swine/Indiana/24TOSU2827/2024|A_/_H3N2|3C.3a|2024-07-18|NP|5|EPI_ISL_19815581	2024-07-18
A/swine/Indiana/24TOSU2833/2024|A_/_H3N2|3C.3a|2024-07-18|NP|5|EPI_ISL_19815571	2024-07-18
A/swine/Indiana/24TOSU2844/2024|A_/_H3N2|3C.3a|2024-07-18|NP|5|EPI_ISL_19815569	2024-07-18
A/swine/Indiana/24TOSU2828/2024|A_/_H3N2|3C.3a|2024-07-18|NP|5|EPI_ISL_19815619	2024-07-18
A/swine/Illinois/24TOSU2125/2024|A_/_H3N2|3C.3a|2024-06-26|NP|5|EPI_ISL_19815609	2024-06-26
A/swine/Illinois/24TOSU2043/2024|A_/_H3N2|3C.3a|2024-06-26|NP|5|EPI_ISL_19815580	2024-06-26
A/swine/Illinois/24TOSU2048/2024|A_/_H3N2|3C.3a|2024-06-26|NP|5|EPI_ISL_19815579	2024-06-26
A/swine/Indiana/24TOSU2656/2024|A_/_H3N2|3C.3a|2024-07-12|NP|5|EPI_ISL_19815618	2024-07-12
A/swine/Indiana/24TOSU2655/2024|A_/_H3N2|3C.3a|2024-07-12|NP|5|EPI_ISL_19815617	2024-07-12
A/swine/Illinois/24TOSU1036/2024|A_/_H3N2|3C.3a|2024-06-26|NP|5|EPI_ISL_19815583	2024-06-26
A/swine/Illinois/24TOSU2017/2024|A_/_H3N2|3C.3a|2024-06-26|NP|5|EPI_ISL_19815606	2024-06-26
A/swine/Illinois/24TOSU2006/2024|A_/_H3N2|3C.3a|2024-06-26|NP|5|EPI_ISL_19815560	2024-06-26
A/swine/Ohio/24TOSU1630/2024|A_/_H3N2|3C.3a|2024-05-25|NP|5|EPI_ISL_19332130	2024-05-25
A/swine/Indiana/21TOSU1311/2021|A_/_H3N2|unassigned|2021-06-17|NP|5|EPI_ISL_14224628	2021-06-17
A/swine/Iowa/20TOSU1919/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224345	2020-07-09
A/swine/Iowa/20TOSU2179/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224346	2020-07-10
A/swine/Iowa/20TOSU1950/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224349	2020-07-09
A/swine/Iowa/20TOSU2196/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224351	2020-07-10
A/swine/Iowa/20TOSU2176/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224350	2020-07-10
A/swine/Iowa/20TOSU2116/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224337	2020-07-10
A/swine/Iowa/20TOSU2183/2020|A_/_H3N2|3C.3a|2020-07-10|NP|5|EPI_ISL_14224338	2020-07-10
A/swine/Iowa/20TOSU2182/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224341	2020-07-10
A/swine/Iowa/20TOSU1980/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224340	2020-07-09
A/swine/Iowa/20TOSU2004/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224343	2020-07-09
A/swine/Iowa/20TOSU2042/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224328	2020-07-09
A/swine/Iowa/20TOSU2032/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224331	2020-07-09
A/swine/Iowa/20TOSU2021/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224335	2020-07-09
A/swine/Iowa/20TOSU2227/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224321	2020-07-10
A/swine/Iowa/20TOSU2324/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224320	2020-07-10
A/swine/Iowa/20TOSU2254/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224323	2020-07-10
A/swine/Iowa/20TOSU2096/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224322	2020-07-10
A/swine/Iowa/20TOSU2202/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224325	2020-07-10
A/swine/Iowa/20TOSU1994/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224327	2020-07-09
A/swine/Iowa/20TOSU2401/2020|A_/_H3N2|3C.3a|2020-07-10|NP|5|EPI_ISL_14224326	2020-07-10
A/swine/Iowa/20TOSU1952/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224377	2020-07-09
A/swine/Iowa/20TOSU1868/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224379	2020-07-09
A/swine/Iowa/20TOSU1402/2020|A_/_H3N2|unassigned|2020-07-08|NP|5|EPI_ISL_14224378	2020-07-08
A/swine/Iowa/20TOSU1780/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224381	2020-07-09
A/swine/Iowa/20TOSU1630/2020|A_/_H3N2|unassigned|2020-07-08|NP|5|EPI_ISL_14224380	2020-07-08
A/swine/Iowa/20TOSU1873/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224383	2020-07-09
A/swine/Iowa/20TOSU2061/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224368	2020-07-09
A/swine/Iowa/20TOSU1870/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224374	2020-07-09
A/swine/Iowa/20TOSU1979/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224361	2020-07-09
A/swine/Iowa/20TOSU2185/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224363	2020-07-10
A/swine/Iowa/20TOSU2172/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224367	2020-07-10
A/swine/Iowa/20TOSU1977/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224355	2020-07-09
A/swine/Iowa/20TOSU2192/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224354	2020-07-10
A/swine/Iowa/20TOSU2101/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224357	2020-07-10
A/swine/Iowa/20TOSU2177/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224356	2020-07-10
A/swine/Iowa/20TOSU2186/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224358	2020-07-10
A/swine/Iowa/20TOSU2219/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224315	2020-07-10
A/swine/Iowa/20TOSU2087/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224314	2020-07-10
A/swine/Iowa/20TOSU2235/2020|A_/_H3N2|3C.3a|2020-07-10|NP|5|EPI_ISL_14224305	2020-07-10
A/swine/Iowa/20TOSU1998/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224304	2020-07-09
A/swine/Iowa/20TOSU2226/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224309	2020-07-10
A/swine/Iowa/20TOSU2107/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224308	2020-07-10
A/swine/Iowa/20TOSU1991/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224311	2020-07-09
A/swine/Iowa/20TOSU2290/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224297	2020-07-10
A/swine/Iowa/20TOSU2253/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224299	2020-07-10
A/swine/Iowa/20TOSU2312/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224301	2020-07-10
A/swine/Iowa/20TOSU2311/2020|A_/_H3N2|3C.3a|2020-07-10|NP|5|EPI_ISL_14224300	2020-07-10
A/swine/Iowa/20TOSU2274/2020|A_/_H3N2|3C.3a|2020-07-10|NP|5|EPI_ISL_14224293	2020-07-10
A/swine/Iowa/20TOSU2276/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224292	2020-07-10
A/swine/Ohio/20TOSU3556/2020|A_/_H3N2|unassigned|2020-09-16|NP|5|EPI_ISL_14224294	2020-09-16
A/swine/Ohio/20TOSU3555/2020|A_/_H3N2|unassigned|2020-09-16|NP|5|EPI_ISL_14224217	2020-09-16
A/swine/Iowa/20TOSU2429/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224216	2020-07-10
A/swine/Iowa/20TOSU2286/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224221	2020-07-10
A/swine/Iowa/20TOSU2455/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224222	2020-07-10
A/swine/Ohio/20TOSU3549/2020|A_/_H3N2|unassigned|2020-09-16|NP|5|EPI_ISL_14224209	2020-09-16
A/swine/Ohio/20TOSU3548/2020|A_/_H3N2|unassigned|2020-09-16|NP|5|EPI_ISL_14224203	2020-09-16
A/swine/Ohio/20TOSU2578/2020|A_/_H3N2|unassigned|2020-07-18|NP|5|EPI_ISL_14224192	2020-07-18
A/swine/Iowa/20TOSU2407/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224194	2020-07-10
A/swine/Iowa/20TOSU2284/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224241	2020-07-10
A/swine/Iowa/20TOSU2266/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224240	2020-07-10
A/swine/Iowa/20TOSU2329/2020|A_/_H3N2|3C.3a|2020-07-10|NP|5|EPI_ISL_14224245	2020-07-10
A/swine/Iowa/20TOSU2220/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224244	2020-07-10
A/swine/Iowa/20TOSU2326/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224233	2020-07-10
A/swine/Iowa/20TOSU2282/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224234	2020-07-10
A/swine/Iowa/20TOSU2271/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224238	2020-07-10
A/swine/Iowa/20TOSU2295/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224224	2020-07-10
A/swine/Iowa/20TOSU2456/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224226	2020-07-10
A/swine/Iowa/20TOSU2300/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224228	2020-07-10
A/swine/Ohio/20TOSU2531/2020|A_/_H3N2|unassigned|2020-07-18|NP|5|EPI_ISL_14224190	2020-07-18
A/swine/Iowa/20TOSU2415/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224183	2020-07-10
A/swine/Iowa/20TOSU1320/2020|A_/_H3N2|unassigned|2020-07-08|NP|5|EPI_ISL_14224586	2020-07-08
A/swine/Iowa/20TOSU1698/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224589	2020-07-09
A/swine/Iowa/20TOSU1793/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224590	2020-07-09
A/swine/Iowa/20TOSU1875/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224409	2020-07-09
A/swine/Iowa/20TOSU1803/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224408	2020-07-09
A/swine/Iowa/20TOSU1567/2020|A_/_H3N2|unassigned|2020-07-08|NP|5|EPI_ISL_14224401	2020-07-08
A/swine/Iowa/20TOSU1675/2020|A_/_H3N2|unassigned|2020-07-08|NP|5|EPI_ISL_14224402	2020-07-08
A/swine/Iowa/20TOSU1563/2020|A_/_H3N2|unassigned|2020-07-08|NP|5|EPI_ISL_14224405	2020-07-08
A/swine/Iowa/20TOSU1864/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224404	2020-07-09
A/swine/Iowa/20TOSU1703/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224393	2020-07-09
A/swine/Iowa/20TOSU1848/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224392	2020-07-09
A/swine/Iowa/20TOSU1618/2020|A_/_H3N2|unassigned|2020-07-08|NP|5|EPI_ISL_14224396	2020-07-08
A/swine/Iowa/20TOSU1852/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224398	2020-07-09
A/swine/Iowa/20TOSU1672/2020|A_/_H3N2|unassigned|2020-07-08|NP|5|EPI_ISL_14224385	2020-07-08
A/swine/Iowa/20TOSU1528/2020|A_/_H3N2|unassigned|2020-07-08|NP|5|EPI_ISL_14224388	2020-07-08
A/swine/Iowa/20TOSU1811/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224391	2020-07-09
A/swine/Iowa/20TOSU1806/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224390	2020-07-09
A/swine/Iowa/20TOSU1719/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224439	2020-07-09
A/swine/Iowa/20TOSU2141/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224330	2020-07-10
A/swine/Iowa/20TOSU2074/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224366	2020-07-09
A/swine/Iowa/20TOSU2424/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224201	2020-07-10
A/swine/Iowa/20TOSU2408/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224193	2020-07-10
A/swine/Iowa/20TOSU2413/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224231	2020-07-10
A/swine/Iowa/20TOSU1478/2020|A_/_H3N2|unassigned|2020-07-08|NP|5|EPI_ISL_14224588	2020-07-08
A/swine/Iowa/20TOSU1058/2020|A_/_H3N2|unassigned|2020-07-07|NP|5|EPI_ISL_14224394	2020-07-07
A/swine/Iowa/20TOSU2197/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224310	2020-07-10
A/swine/Iowa/20TOSU2301/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224295	2020-07-10
A/swine/Iowa/20TOSU1615/2020|A_/_H3N2|unassigned|2020-07-08|NP|5|EPI_ISL_14224384	2020-07-08
A/swine/Iowa/20TOSU2268/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224243	2020-07-10
A/swine/Indiana/20TOSU5763/2020|A_/_H3N2|unassigned|2020-10-03|NP|5|EPI_ISL_14224186	2020-10-03
A/swine/Iowa/20TOSU2310/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224263	2020-07-10
A/swine/Ohio/20TOSU3245/2020|A_/_H3N2|3C.3a|2020-08-28|NP|5|EPI_ISL_14224218	2020-08-28
A/swine/Ohio/20TOSU3248/2020|A_/_H3N2|unassigned|2020-08-28|NP|5|EPI_ISL_14224200	2020-08-28
A/swine/Ohio/20TOSU3240/2020|A_/_H3N2|unassigned|2020-08-28|NP|5|EPI_ISL_14224204	2020-08-28
A/swine/Ohio/20TOSU3244/2020|A_/_H3N2|unassigned|2020-08-28|NP|5|EPI_ISL_14224199	2020-08-28
A/swine/Ohio/20TOSU3238/2020|A_/_H3N2|unassigned|2020-08-28|NP|5|EPI_ISL_14224225	2020-08-28
A/swine/Ohio/20TOSU3227/2020|A_/_H3N2|unassigned|2020-08-28|NP|5|EPI_ISL_14224229	2020-08-28
A/swine/Ohio/20TOSU3230/2020|A_/_H3N2|unassigned|2020-08-28|NP|5|EPI_ISL_14224187	2020-08-28
A/swine/Iowa/20TOSU1552/2020|A_/_H3N2|unassigned|2020-07-08|NP|5|EPI_ISL_14224411	2020-07-08
A/swine/Iowa/20TOSU1855/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224412	2020-07-09
A/swine/Iowa/20TOSU1854/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224400	2020-07-09
A/swine/Ohio/20TOSU3229/2020|A_/_H3N2|unassigned|2020-08-28|NP|5|EPI_ISL_14224208	2020-08-28
A/swine/Ohio/20TOSU3133/2020|A_/_H3N2|unassigned|2020-08-17|NP|5|EPI_ISL_14224205	2020-08-17
A/swine/Iowa/20TOSU2095/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224344	2020-07-10
A/swine/Iowa/20TOSU2100/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224347	2020-07-10
A/swine/Iowa/20TOSU2040/2020|A_/_H3N2|unassigned|2020-07-09|NP|5|EPI_ISL_14224360	2020-07-09
A/swine/Iowa/20TOSU2081/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224362	2020-07-10
A/swine/Iowa/20TOSU2126/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_14224359	2020-07-10
A/swine/Oklahoma/20TOSU3395/2020|A_/_H3N2|unassigned|2020-09-05|NP|5|EPI_ISL_14224227	2020-09-05
A/swine/Ohio/OH21-14991/2021|A_/_H3N2|unassigned|2021-06-18|NP|5|EPI_ISL_17760619	2021-06-18
A/swine/Ohio/OH20-25753/2020|A_/_H3N2|3C.3a|2020-12-07|NP|5|EPI_ISL_17373122	2020-12-07
A/swine/Ohio/OH20-26246/2020|A_/_H3N2|3C.3a|2020-12-14|NP|5|EPI_ISL_17373125	2020-12-14
A/swine/Ohio/OH-18110/2021|A_/_H3N2|unassigned|2021-08-03|NP|5|EPI_ISL_17471850	2021-08-03
A/swine/Ohio/OH-7351/2021|A_/_H3N2|unassigned|2021-04-01|NP|5|EPI_ISL_17471929	2021-04-01
A/swine/Ohio/OH-16296/2021|A_/_H3N2|unassigned|2021-07-07|NP|5|EPI_ISL_17471848	2021-07-07
A/swine/Ohio/OH-16295/2021|A_/_H3N2|unassigned|2021-07-07|NP|5|EPI_ISL_17471847	2021-07-07
A/swine/Illinois/A02478926/2019|A_/_H3N2|unassigned|2019-11-25|NP|5|EPI_ISL_503943	2019-11-25
A/swine/Indiana/A02479148/2020|A_/_H3N2|unassigned|2020-03-18|NP|5|EPI_ISL_504079	2020-03-18
A/swine/Indiana/A02479057/2020|A_/_H3N2|unassigned|2020-02-12|NP|5|EPI_ISL_503731	2020-02-12
A/swine/Indiana/A02479161/2020|A_/_H3N2|unassigned|2020-03-24|NP|5|EPI_ISL_504133	2020-03-24
A/swine/Indiana/A02479023/2020|A_/_H3N2|unassigned|2020-01-21|NP|5|EPI_ISL_501282	2020-01-21
A/swine/Illinois/A02479016/2020|A_/_H3N2|unassigned|2020-01-20|NP|5|EPI_ISL_501281	2020-01-20
A/swine/Ohio/A02478686/2019|A_/_H3N2|unassigned|2019-09-17|NP|5|EPI_ISL_396960	2019-09-17
A/swine/Iowa/A02479154/2020|A_/_H3N2|unassigned|2020-03-19|NP|5|EPI_ISL_504086	2020-03-19
A/swine/Ohio/OH20-16985/2020|A_/_H3N2|3C.3a|2020-08-10|NP|5|EPI_ISL_17373098	2020-08-10
A/swine/Indiana/A01812305/2020|A_/_H3N2|unassigned|2020-04-24|NP|5|EPI_ISL_502919	2020-04-24
A/swine/Indiana/A02479428/2020|A_/_H3N2|unassigned|2020-06-04|NP|5|EPI_ISL_499202	2020-06-04
A/swine/Iowa/A02524509/2020|A_/_H3N2|unassigned|2020-07-29|NP|5|EPI_ISL_707115	2020-07-29
A/swine/Indiana/A01812314/2020|A_/_H3N2|unassigned|2020-12-14|NP|5|EPI_ISL_4081941	2020-12-14
A/swine/Ohio/A02524859/2020|A_/_H3N2|unassigned|2020-11-04|NP|5|EPI_ISL_4081680	2020-11-04
A/swine/Ohio/A02479175/2020|A_/_H3N2|unassigned|2020-03-24|NP|5|EPI_ISL_504145	2020-03-24
A/swine/Indiana/A02478980/2020|A_/_H3N2|unassigned|2020-01-06|NP|5|EPI_ISL_502043	2020-01-06
A/swine/Ohio/OH20-25168/2020|A_/_H3N2|3C.3a|2020-11-25|NP|5|EPI_ISL_17373120	2020-11-25
A/swine/Pennsylvania/A02524956/2020|A_/_H3N2|unassigned|2020-12-02|NP|5|EPI_ISL_4081848	2020-12-02
A/swine/Illinois/A02524485/2020|A_/_H3N2|unassigned|2020-07-10|NP|5|EPI_ISL_700971	2020-07-10
A/swine/Ohio/OH20-15586/2020|A_/_H3N2|3C.3a|2020-07-22|NP|5|EPI_ISL_17373095	2020-07-22
A/swine/Indiana/A02525078/2021|A_/_H3N2|unassigned|2021-01-05|NP|5|EPI_ISL_4081927	2021-01-05
A/swine/Indiana/A02245886/2021|A_/_H3N2|unassigned|2021-03-17|NP|5|EPI_ISL_4083267	2021-03-17
A/swine/Michigan/A02635708/2021|A_/_H3N2|unassigned|2021-04-20|NP|5|EPI_ISL_4083624	2021-04-20
A/swine/Virginia/A01104140/2019|A_/_H3N2|unassigned|2019-12-27|NP|5|EPI_ISL_503925	2019-12-27
A/swine/Indiana/A02478890/2019|A_/_H3N2|unassigned|2019-11-19|NP|5|EPI_ISL_503966	2019-11-19
A/swine/Ohio/OH20-10493/2020|A_/_H3N2|3C.3a|2020-05-22|NP|5|EPI_ISL_17373083	2020-05-22
A/swine/Ohio/OH20-10115/2020|A_/_H3N2|3C.3a|2020-05-19|NP|5|EPI_ISL_17373082	2020-05-19
A/swine/Ohio/OH20-10685/2020|A_/_H3N2|3C.3a|2020-05-27|NP|5|EPI_ISL_17373085	2020-05-27
A/swine/Ohio/OH20-10686/2020|A_/_H3N2|3C.3a|2020-05-27|NP|5|EPI_ISL_17373086	2020-05-27
A/swine/Ohio/OH20-6741/2020|A_/_H3N2|3C.3a|2020-03-30|NP|5|EPI_ISL_17373133	2020-03-30
A/swine/Ohio/OH20-6892/2020|A_/_H3N2|3C.3a|2020-04-01|NP|5|EPI_ISL_17373134	2020-04-01
A/swine/Ohio/OH20-8521/2020|A_/_H3N2|3C.3a|2020-04-29|NP|5|EPI_ISL_17373138	2020-04-29
A/swine/Ohio/OH20-22800/2020|A_/_H3N2|3C.3a|2020-10-22|NP|5|EPI_ISL_17373102	2020-10-22
A/swine/Ohio/OH20-15002/2020|A_/_H3N2|3C.3a|2020-07-14|NP|5|EPI_ISL_17373094	2020-07-14
A/swine/Pennsylvania/A02524416/2020|A_/_H3N2|unassigned|2020-06-11|NP|5|EPI_ISL_499227	2020-06-11
A/swine/Ohio/OH20-7953/2020|A_/_H3N2|unassigned|2020-04-21|NP|5|EPI_ISL_17373136	2020-04-21
A/swine/Ohio/OH20-11097/2020|A_/_H3N2|3C.3a|2020-06-01|NP|5|EPI_ISL_17373087	2020-06-01
A/swine/Ohio/OH20-17380/2020|A_/_H3N2|3C.3a|2020-08-14|NP|5|EPI_ISL_17373099	2020-08-14
A/swine/Pennsylvania/A02479128/2020|A_/_H3N2|unassigned|2020-03-12|NP|5|EPI_ISL_503971	2020-03-12
A/swine/Pennsylvania/A02525244/2021|A_/_H3N2|unassigned|2021-03-04|NP|5|EPI_ISL_4082161	2021-03-04
A/swine/Pennsylvania/A02524606/2020|A_/_H3N2|unassigned|2020-09-03|NP|5|EPI_ISL_707299	2020-09-03
A/swine/Pennsylvania/A02636053/2021|A_/_H3N2|unassigned|2021-08-16|NP|5|EPI_ISL_6781466	2021-08-16
A/swine/Indiana/A02524539/2020|A_/_H3N2|unassigned|2020-08-07|NP|5|EPI_ISL_707226	2020-08-07
A/swine/Pennsylvania/A02525116/2021|A_/_H3N2|unassigned|2021-01-26|NP|5|EPI_ISL_4081993	2021-01-26
A/swine/Pennsylvania/A02525204/2021|A_/_H3N2|unassigned|2021-02-23|NP|5|EPI_ISL_4082055	2021-02-23
A/swine/Pennsylvania/A02524504/2020|A_/_H3N2|unassigned|2020-07-24|NP|5|EPI_ISL_707112	2020-07-24
A/swine/Indiana/A02636329/2022|A_/_H3N2|unassigned|2022-01-17|NP|5|EPI_ISL_14775404	2022-01-17
A/swine/Ohio/OH-24933/2021|A_/_H3N2|unassigned|2021-10-26|NP|5|EPI_ISL_17471890	2021-10-26
A/swine/Ohio/OH21-3206/2021|A_/_H3N2|3C.3a|2021-02-18|NP|5|EPI_ISL_17760627	2021-02-18
A/swine/Ohio/A02525155/2021|A_/_H3N2|unassigned|2021-02-09|NP|5|EPI_ISL_4082035	2021-02-09
A/swine/Ohio/OH20-11160/2020|A_/_H3N2|3C.3a|2020-06-02|NP|5|EPI_ISL_17373089	2020-06-02
A/swine/Ohio/OH20-11699/2020|A_/_H3N2|3C.3a|2020-06-09|NP|5|EPI_ISL_17373090	2020-06-09
A/swine/Ohio/28146/2019|A_/_H3N2|3C.3a|2019-12-30|NP|5|EPI_ISL_17204298	2019-12-30
A/swine/Ohio/28128/2019|A_/_H3N2|3C.3a|2019-12-30|NP|5|EPI_ISL_17204310	2019-12-30
A/swine/Ohio/OH20-1952/2020|A_/_H3N2|3C.3a|2020-01-29|NP|5|EPI_ISL_17373100	2020-01-29
A/swine/Ohio/OH20-11715/2020|A_/_H3N2|3C.3a|2020-06-09|NP|5|EPI_ISL_17373091	2020-06-09
A/swine/Ohio/OH20-8813/2020|A_/_H3N2|3C.3a|2020-05-04|NP|5|EPI_ISL_17373140	2020-05-04
A/swine/Ohio/OH20-7443/2020|A_/_H3N2|3C.3a|2020-04-10|NP|5|EPI_ISL_17373135	2020-04-10
A/swine/Ohio/OH20-10603/2020|A_/_H3N2|unassigned|2020-05-26|NP|5|EPI_ISL_17373084	2020-05-26
A/swine/Ohio/OH20-14132/2020|A_/_H3N2|3C.3a|2020-07-02|NP|5|EPI_ISL_17373092	2020-07-02
A/swine/Ohio/OH20-6729/2020|A_/_H3N2|3C.3a|2020-03-30|NP|5|EPI_ISL_17373132	2020-03-30
A/swine/North_Carolina/A02524576/2020|A_/_H3N2|unassigned|2020-08-28|NP|5|EPI_ISL_707271	2020-08-28
A/swine/Ohio/A02479280/2020|A_/_H3N2|unassigned|2020-04-24|NP|5|EPI_ISL_502893	2020-04-24
A/swine/Ohio/OH20-24947/2020|A_/_H3N2|3C.3a|2020-11-20|NP|5|EPI_ISL_17373114	2020-11-20
A/swine/Ohio/OH20-24948/2020|A_/_H3N2|3C.3a|2020-11-20|NP|5|EPI_ISL_17373115	2020-11-20
A/swine/Ohio/A02524829/2020|A_/_H3N2|unassigned|2020-10-29|NP|5|EPI_ISL_4081629	2020-10-29
A/swine/North_Carolina/A02525368/2021|A_/_H3N2|unassigned|2021-04-13|NP|5|EPI_ISL_4083568	2021-04-13
A/swine/Indiana/OH20-12429/2020|A_/_H3N2|3C.3a|2020-06-16|NP|5|EPI_ISL_17373079	2020-06-16
A/swine/Ohio/A02479354/2020|A_/_H3N2|unassigned|2020-05-19|NP|5|EPI_ISL_501780	2020-05-19
